#,Date-Time (CDT),Temperature   (°F),RH   (%),Dew Point   (°F),Host Connected,Stopped,End of File
333,05/04/2023 18:31:44,73.35,29.980,40.05,,,
334,05/04/2023 18:36:44,73.29,30.040,40.06,,,
335,05/04/2023 18:41:44,73.29,30.110,40.12,,,
336,05/04/2023 18:46:44,73.26,30.200,40.16,,,
337,05/04/2023 18:51:44,73.22,30.220,40.15,,,
338,05/04/2023 18:56:44,73.22,30.300,40.22,,,
339,05/04/2023 19:01:44,73.17,30.380,40.24,,,
340,05/04/2023 19:06:44,73.17,30.460,40.31,,,
341,05/04/2023 19:11:44,73.13,30.520,40.33,,,
342,05/04/2023 19:16:44,73.08,30.580,40.33,,,
343,05/04/2023 19:21:44,73.04,30.670,40.38,,,
344,05/04/2023 19:26:44,73.04,30.730,40.43,,,
345,05/04/2023 19:31:44,72.95,30.790,40.40,,,
346,05/04/2023 19:36:44,72.95,30.870,40.47,,,
347,05/04/2023 19:41:44,72.91,30.980,40.52,,,
348,05/04/2023 19:46:44,72.86,31.020,40.51,,,
349,05/04/2023 19:51:44,72.82,31.100,40.54,,,
350,05/04/2023 19:56:44,72.79,31.170,40.57,,,
351,05/04/2023 20:01:44,72.73,31.210,40.56,,,
352,05/04/2023 20:06:44,72.70,31.280,40.59,,,
353,05/04/2023 20:11:44,72.70,31.340,40.64,,,
354,05/04/2023 20:16:44,72.64,31.420,40.65,,,
355,05/04/2023 20:21:44,72.61,31.460,40.66,,,
356,05/04/2023 20:26:44,72.57,31.550,40.70,,,
357,05/04/2023 20:31:44,72.52,31.590,40.69,,,
358,05/04/2023 20:36:44,72.48,31.680,40.72,,,
359,05/04/2023 20:41:44,72.45,31.730,40.74,,,
360,05/04/2023 20:46:44,72.39,31.820,40.76,,,
361,05/04/2023 20:51:44,72.36,31.900,40.79,,,
362,05/04/2023 20:56:44,72.30,32.000,40.83,,,
363,05/04/2023 21:01:44,72.27,32.070,40.86,,,
364,05/04/2023 21:06:44,72.23,32.160,40.89,,,
365,05/04/2023 21:11:44,72.18,32.260,40.92,,,
366,05/04/2023 21:16:44,72.14,32.300,40.93,,,
367,05/04/2023 21:21:44,72.09,32.380,40.94,,,
368,05/04/2023 21:26:44,72.05,32.470,40.99,,,
369,05/04/2023 21:31:44,72.01,32.560,41.03,,,
370,05/04/2023 21:36:44,71.96,32.640,41.04,,,
371,05/04/2023 21:41:44,71.92,32.700,41.06,,,
372,05/04/2023 21:46:44,71.87,32.790,41.08,,,
373,05/04/2023 21:51:44,71.83,32.850,41.10,,,
374,05/04/2023 21:56:44,71.80,32.890,41.10,,,
375,05/04/2023 22:01:44,71.74,32.980,41.12,,,
376,05/04/2023 22:06:44,71.71,33.030,41.13,,,
377,05/04/2023 22:11:44,71.65,33.100,41.13,,,
378,05/04/2023 22:16:44,71.62,33.140,41.14,,,
379,05/04/2023 22:21:44,71.58,33.230,41.17,,,
380,05/04/2023 22:26:44,71.53,33.280,41.16,,,
381,05/04/2023 22:31:44,71.49,33.330,41.17,,,
382,05/04/2023 22:36:44,71.44,33.360,41.15,,,
383,05/04/2023 22:41:44,71.40,33.400,41.15,,,
384,05/04/2023 22:46:44,71.37,33.470,41.17,,,
385,05/04/2023 22:51:44,71.31,33.530,41.17,,,
386,05/04/2023 22:56:44,71.28,33.620,41.21,,,
387,05/04/2023 23:01:44,71.24,33.670,41.21,,,
388,05/04/2023 23:06:44,71.19,33.730,41.21,,,
389,05/04/2023 23:11:44,71.15,33.790,41.23,,,
390,05/04/2023 23:16:44,71.10,33.870,41.24,,,
391,05/04/2023 23:21:44,71.06,33.950,41.27,,,
392,05/04/2023 23:26:44,71.02,34.020,41.29,,,
393,05/04/2023 23:31:44,70.97,34.080,41.29,,,
394,05/04/2023 23:36:44,70.93,34.160,41.32,,,
395,05/04/2023 23:41:44,70.88,34.220,41.32,,,
396,05/04/2023 23:46:44,70.84,34.270,41.32,,,
397,05/04/2023 23:51:44,70.81,34.320,41.33,,,
398,05/04/2023 23:56:44,70.75,34.390,41.34,,,
399,05/05/2023 00:01:44,70.72,34.440,41.34,,,
400,05/05/2023 00:06:44,70.68,34.520,41.37,,,
401,05/05/2023 00:11:44,70.63,34.590,41.37,,,
402,05/05/2023 00:16:44,70.59,34.650,41.39,,,
403,05/05/2023 00:21:44,70.54,34.720,41.39,,,
404,05/05/2023 00:26:44,70.50,34.760,41.39,,,
405,05/05/2023 00:31:44,70.47,34.860,41.43,,,
406,05/05/2023 00:36:44,70.47,34.940,41.49,,,
407,05/05/2023 00:41:44,70.59,34.880,41.55,,,
408,05/05/2023 00:46:44,70.63,34.850,41.57,,,
409,05/05/2023 00:51:44,70.63,34.830,41.55,,,
410,05/05/2023 00:56:44,70.59,34.870,41.55,,,
411,05/05/2023 01:01:44,70.59,34.900,41.57,,,
412,05/05/2023 01:06:44,70.54,34.960,41.57,,,
413,05/05/2023 01:11:44,70.50,35.030,41.59,,,
414,05/05/2023 01:16:44,70.47,35.100,41.61,,,
415,05/05/2023 01:21:44,70.38,35.160,41.58,,,
416,05/05/2023 01:26:44,70.32,35.220,41.57,,,
417,05/05/2023 01:31:44,70.29,35.280,41.59,,,
418,05/05/2023 01:36:44,70.25,35.350,41.60,,,
419,05/05/2023 01:41:44,70.16,35.410,41.57,,,
420,05/05/2023 01:46:44,70.11,35.500,41.58,,,
421,05/05/2023 01:51:44,70.07,35.550,41.59,,,
422,05/05/2023 01:56:44,70.03,35.620,41.61,,,
423,05/05/2023 02:01:44,69.94,35.710,41.60,,,
424,05/05/2023 02:06:44,69.91,35.800,41.63,,,
425,05/05/2023 02:11:44,69.94,35.800,41.66,,,
426,05/05/2023 02:16:44,70.07,35.740,41.73,,,
427,05/05/2023 02:21:44,70.16,35.720,41.79,,,
428,05/05/2023 02:26:44,70.16,35.720,41.79,,,
429,05/05/2023 02:31:44,70.16,35.720,41.79,,,
430,05/05/2023 02:36:44,70.11,35.770,41.78,,,
431,05/05/2023 02:41:44,70.07,35.800,41.77,,,
432,05/05/2023 02:46:44,70.03,35.850,41.77,,,
433,05/05/2023 02:51:44,69.94,35.920,41.75,,,
434,05/05/2023 02:56:44,69.91,35.970,41.75,,,
435,05/05/2023 03:01:44,69.85,36.030,41.75,,,
436,05/05/2023 03:06:44,69.82,36.090,41.76,,,
437,05/05/2023 03:11:44,69.73,36.180,41.74,,,
438,05/05/2023 03:16:44,69.69,36.250,41.77,,,
439,05/05/2023 03:21:44,69.64,36.340,41.78,,,
440,05/05/2023 03:26:44,69.60,36.480,41.85,,,
441,05/05/2023 03:31:44,69.60,36.470,41.84,,,
442,05/05/2023 03:36:44,69.69,36.440,41.90,,,
443,05/05/2023 03:41:44,69.82,36.400,41.98,,,
444,05/05/2023 03:46:44,69.91,36.360,42.03,,,
445,05/05/2023 03:51:44,69.94,36.370,42.07,,,
446,05/05/2023 03:56:44,69.91,36.400,42.06,,,
447,05/05/2023 04:01:44,69.82,36.460,42.02,,,
448,05/05/2023 04:06:44,69.76,36.500,42.00,,,
449,05/05/2023 04:11:44,69.73,36.620,42.06,,,
450,05/05/2023 04:16:44,69.69,36.660,42.06,,,
451,05/05/2023 04:21:44,69.60,36.740,42.03,,,
452,05/05/2023 04:26:44,69.55,36.770,42.00,,,
453,05/05/2023 04:31:44,69.51,36.950,42.10,,,
454,05/05/2023 04:36:44,69.51,36.930,42.09,,,
455,05/05/2023 04:41:44,69.48,36.990,42.09,,,
456,05/05/2023 04:46:44,69.48,36.980,42.08,,,
457,05/05/2023 04:51:44,69.39,37.130,42.11,,,
458,05/05/2023 04:56:44,69.39,37.130,42.11,,,
459,05/05/2023 05:01:44,69.48,37.070,42.15,,,
460,05/05/2023 05:06:44,69.60,37.020,42.23,,,
461,05/05/2023 05:11:44,69.69,36.950,42.26,,,
462,05/05/2023 05:16:44,69.76,36.890,42.28,,,
463,05/05/2023 05:21:44,69.85,36.870,42.34,,,
